,titulo,descripcion,inicio_curso,videos_youtube,URL,tema,lecciones
88,Scrum ,"Aprende sobre las prácticas, herramientas y roles de Scrum para generar soluciones y afrontar problemas con tu equipo de trabajo. ",https://edu.gcfglobal.org/es/scrum/que-es-scrum/1/,0,https://edu.gcfglobal.org/es/scrum/,Vida profesional,"Introducción al Scrum,Conceptos básicos en Scrum,Crea un plan de trabajo,Métricas Scrum"
89,Crecimiento profesional y personal,"Consejos, datos y curiosidades para que tengas un buen crecimiento en el ámbito profesional y personal.",https://edu.gcfglobal.org/es/crecimiento-profesional/la-musica-como-elemento-del-desarrollo-cognitivo/1/,https://www.youtube.com/watch?v=pajvHifBryA&list=PLQVIjL9XTrQ2kFPEcRISdBizUy1v8NPyJ,https://edu.gcfglobal.org/es/crecimiento-profesional/,Habilidades blandas ,"Crecimiento personal ,Crecimiento profesional,Autocuidado,Métodos de estudio y aprendizaje,Carrera profesional"
90,Pensamiento crítico,"Descubre el concepto de ""pensamiento iceberg"", el cual te invita a cuestionar el mundo que te rodea desde una mirada más crítica y profunda. Tanto si eres profesor, como si eres estudiante o aprendes de forma autodidacta, en este curso podrás explorar nuevas ideas sobre la vida cotidiana.",https://edu.gcfglobal.org/es/pensamiento-critico/que-es-el-pensamiento-iceberg/1/,0,https://edu.gcfglobal.org/es/pensamiento-critico/,Habilidades blandas ,"Reflexiones para analizar tu entorno,Test Pensamiento Crítico"
91,Creatividad,"La creatividad es una cualidad que usamos más de lo que solemos creer. En este curso aprenderás qué es arte, cómo superar el bloqueo creativo, cuáles son los riesgos del perfeccionismo y mucho más.",https://edu.gcfglobal.org/es/creatividad/como-superar-el-bloqueo-creativo/1/,https://www.youtube.com/watch?v=SGuokMsAbzY&list=PLQVIjL9XTrQ0I3bAX7RGZmWDvjq5QLhow,https://edu.gcfglobal.org/es/creatividad/,Habilidades blandas ,0
92,Las áreas de la vida,"La vida debería estar dividida en 6 áreas fundamentales: Salud- Física, intelectual, socioafectiva, profesional, espiritual, y económico-financiera. ",https://edu.gcfglobal.org/es/areas-de-la-vida/cuales-son-las-areas-de-la-vida/1/,0,https://edu.gcfglobal.org/es/areas-de-la-vida/,Habilidades blandas ,Áreas de la vida
93,Acceso a la educación superior,Aprende todo lo que debes saber cuando sales del colegio y quieres seguir con tus estudios. Guías y consejos prácticos.,https://edu.gcfglobal.org/es/acceso-a-la-educacion-superior/quien-soy-y-que-quiero/1/,https://www.youtube.com/watch?v=RS_EDvVNdRM&list=PLQVIjL9XTrQ1fq8NQv56ibWTqekRUn1p5,https://edu.gcfglobal.org/es/acceso-a-la-educacion-superior/,Habilidades blandas ,"Perfil del estudiante,Tipos de educación,Financiamiento de la universidad,Opciones de educación"
94,Tips para viajar,"Mira los mejores tips y consejos para viajar a bajo costo, gracias a aplicaciones y trucos que te ayudaran a ahorrar dinero en tus viajes.",https://edu.gcfglobal.org/es/tips-para-viajar/word-lens-tu-traductor-al-viajar/1/,0,https://edu.gcfglobal.org/es/tips-para-viajar/,Habilidades blandas ,Tips para viajar
95,Planeación y cumplimiento de metas,"¡Planear tus metas y objetivos nunca fue más fácil! En nuestro curso sobre ""planeación y cumplimiento de metas"" aprenderás qué es una meta y un objetivos, qué tipos de metas y objetivos existen; cómo realizar un plan de acción y qué métodos puedes emplear para lograr tus propósitos.",https://edu.gcfglobal.org/es/planeacion-y-cumplimiento-de-metas/que-es-la-planeacion-y-para-que-sirve/1/,0,https://edu.gcfglobal.org/es/planeacion-y-cumplimiento-de-metas/,Habilidades blandas ,"Planeación, metas y objetivos,Cómo alcanzar metas y objetivos,Herramientas de apoyo"
96,Emprendimiento,Aspectos que debes tener en cuenta si estás pensando en crear empresa.,https://edu.gcfglobal.org/es/emprendimiento/la-idea-de-negocio/1/,https://www.youtube.com/watch?v=SYtAuEFENSM&list=PLQVIjL9XTrQ0xFljJ6Ixr19x9JGbbZWMT,https://edu.gcfglobal.org/es/emprendimiento/,Emprendimiento,"Inicio de un negocio,La empresa,Relaciones personales en mi empresa,Herramientas y programas"
97,Freelance,"Trabajar de forma autónoma puede ayudarte a construir una vida laboral mucho más satisfactoria. En este curso te compartimos algunas herramientas  para que inviertas tu tiempo de acuerdo a tus necesidades, tus clientes y así, mejorar tus ingresos sin depender directamente de una empresa.",https://edu.gcfglobal.org/es/freelance/que-es-freelance/1/,0,https://edu.gcfglobal.org/es/freelance/,Emprendimiento,"Bienvenido al mundo freelance,Cómo convertirse en freelancer,Gestiona tus ingresos ,Recursos,Test Freelance"
98,Conceptos básicos de Marketing,Aprende cómo promocionar tu negocio y alcanzar un nuevo público con nuestro curso gratuito Conceptos básicos de Marketing.,https://edu.gcfglobal.org/es/curso-de-marketing-digital/el-circulo-de-oro/1/,0,https://edu.gcfglobal.org/es/curso-de-marketing-digital/,Emprendimiento,¿Quiénes somos?
99,¿Cómo vender por internet?,"Aprende a vender en línea utilizando diferentes recursos como Facebook, Instagram y MarketPlaces. Además, conoce paso a paso a crear tu propia tienda virtual online, para incrementar tus ventas y/o generar una nueva fuente de ingresos. 
",https://edu.gcfglobal.org/es/como-vender-por-internet/introduccion-al-comercio-electronico/1/,0,https://edu.gcfglobal.org/es/como-vender-por-internet/,Emprendimiento,"Introducción al comercio electrónico,Pasos para crear un negocio en internet,Estructura tu negocio en internet,Pagos en línea,¿Cómo vender en Facebook en 4 pasos?,¿Cómo vender en Instagram?,¿Qué son los marketplaces?,¿Qué es Dropshipping?,¿Cómo crear una tienda virtual?,¿Cómo ser un buen vendedor online?"
100,Cómo manejar tu dinero,"En este curso te daremos toda la información que necesitas para manejar correctamente tu dinero. Aprenderás a deducir gastos, realizar un presupuesto y mucho más.",https://edu.gcfglobal.org/es/como-manejar-tu-dinero/que-son-los-ingresos-y-egresos/1/,0,https://edu.gcfglobal.org/es/como-manejar-tu-dinero/,Educación financiera," Aprendiendo a manejar el dinero,Elaborando un presupuesto,Problemas financieros,Consejos para evitar el mal manejo del dinero"
101,Conceptos básicos de economía,"Te explicamos de forma sencilla todos los términos y conceptos de la economía para que entiendas cómo funciona, cómo se aplica en tu país y así puedas entender el porqué de muchas decisiones financieras.",https://edu.gcfglobal.org/es/conceptos-basicos-de-economia/que-es-la-economia/1/,https://youtube.com/playlist?list=PLQVIjL9XTrQ1k63flU6iMmLajS6mUexNF,https://edu.gcfglobal.org/es/conceptos-basicos-de-economia/,Educación financiera,"Introducción a la Economía,Economía de mercado,Economía en los países,Test final"
102,Finanzas personales,Aprende a vender por internet y realizar inversiones seguras con varios consejos y recomendaciones.,https://edu.gcfglobal.org/es/finanzas-personales/donde-invertir-tus-ahorros/1/,0,https://edu.gcfglobal.org/es/finanzas-personales/,Educación financiera,Ventas por internet e inversiones
103,Crédito,"Encuentra aquí toda la información sobre los créditos. Qué hacer y qué no hacer, tipos de créditos y cómo elegir uno según tus necesidades.",https://edu.gcfglobal.org/es/credito/prestamos/1/,https://www.youtube.com/watch?v=fOgUvIao7Js&list=PLQVIjL9XTrQ3YC8IhMfgOuvtXocUrls6z&index=56,https://edu.gcfglobal.org/es/credito/,Educación financiera,"Préstamos y créditos,Tipos de crédito,Tarjetas de crédito,Elegir una tarjeta de crédito,Interés,Hipoteca,Leasing o arrendamiento financiero,Test"
104,Seguridad financiera,Aprende a tener un buen manejo del dinero y a hacer seguras todas las transacciones que hagas en internet.,https://edu.gcfglobal.org/es/seguridad-financiera/como-funciona-una-tarjeta-de-prepago/1/,0,https://edu.gcfglobal.org/es/seguridad-financiera/,Educación financiera,Seguridad financiera
105,Banca virtual o en línea,"Aprende cómo usar la banca virtual y la banca móvil para conocer el saldo de tus cuentas, hacer transferencias, ver los movimientos más recientes y muchas cosas más, sin necesidad de ir al banco.",https://edu.gcfglobal.org/es/como-usar-la-banca-virtual/que-es-la-banca-virtual-o-banca-en-linea/1/,0,https://edu.gcfglobal.org/es/como-usar-la-banca-virtual/,Educación financiera,"Introducción a la banca en línea,Primeros pasos en la banca en línea,Banca móvil,Seguridad en la banca virtual,Opciones para pagos en línea,Test"
106,Criptomonedas,"Aprende cómo funciona esta nueva moneda virtual y conoce en qué se diferencia del dinero tradicional, tal y como lo conocemos.",https://edu.gcfglobal.org/es/criptomonedas/que-son-las-criptomonedas/1/,https://youtube.com/playlist?list=PLQVIjL9XTrQ0LIJFttRHvEP9n9HbgGRb5,https://edu.gcfglobal.org/es/criptomonedas/,Educación financiera,"Lección 1: Introducción a las criptomonedas,¿Cómo funcionan las criptomonedas?,Seguridad con las criptomonedas,Economía del futuro"
107,Gramática básica,"Aprende las normas básicas del español a través de la gramática para que puedas construir frases, textos y mensajes con sentido.",https://edu.gcfglobal.org/es/gramatica-basica/que-es-la-gramatica/1/,0,https://edu.gcfglobal.org/es/gramatica-basica/,Ortografía y gramática,"Introducción a la gramática,El sustantivo,Los determinantes,Adjetivos, pronombres y adverbios,Conjunciones y preposiciones,El verbo,La oración,Test Gramática básica"
108,Ortografía del Español,"Recomendaciones, datos y curiosidades del idioma español.",https://edu.gcfglobal.org/es/ortografia-del-espanol/ortografia-mas-alla-de-puntos-sobre-las-ies/1/,0,https://edu.gcfglobal.org/es/ortografia-del-espanol/,Ortografía y gramática,"Tips de ortografía,El acento,¿Cómo funciona la tilde?,Otros casos de tildes"
109,Educación virtual,"Curso rápido sobre educación virtual. Aquí conocerás de qué se trata, para qué sirve, cómo funciona y demás elementos de vital importancia sobre el e-learning.",https://edu.gcfglobal.org/es/educacion-virtual/que-es-la-educacion-virtual/1/,0,https://edu.gcfglobal.org/es/educacion-virtual/,Herramientas de educación virtual,"Introducción a la educación virtual,Plataformas de educación virtual,Aprendizaje desde casa,Herramientas virtuales para enseñar,Clases experimentales  en línea,Evaluaciones virtuales ,WhatsApp para enseñar a tus estudiantes,Notion para las clases virtuales "
110,¿Cómo usar Google Classroom?,"Aprende a crear y organizar tus clases de forma virtual a través de Google Classroom. Una herramienta gratuita que facilita la comunicación, la organización y flujo de trabajo en aulas de clase digitalizadas.",https://edu.gcfglobal.org/es/como-usar-google-classroom/conoce-google-classroom/1/,https://www.youtube.com/playlist?list=PLQVIjL9XTrQ2EQXz7sa6-EEmI6alFpBvW,https://edu.gcfglobal.org/es/como-usar-google-classroom/,Herramientas de educación virtual,"Conoce Google Classroom,Crea tu primera clase,Trabajo en clase,Tareas y calificaciones en Google Classroom,Formas de comunicación en Google Classroom"
111,Google Classroom para estudiantes,"Google Classroom es una de las herramientas más populares empleadas para el desarrollo de las actividades académicas virtuales, en la actualidad. ¡Aprende con nosotros sus usos y funciones para participar en tus clases en línea!",https://edu.gcfglobal.org/es/google-classroom-para-estudiantes/que-es-google-classroom-y-para-que-sirve/1/,0,https://edu.gcfglobal.org/es/google-classroom-para-estudiantes/,Herramientas de educación virtual,"Conoce Google Classroom para estudiantes,Interfaz general de Google Classroom para estudiantes,Tareas y asignaciones en Google Classroom "
112,¿Cómo enseñar por Facebook?,"Aprende a utilizar Facebook para enseñar a tus estudiantes. Más allá de ser una red social esta herramienta facilita la comunicación, la interacción, el intercambio de ideas y la organización de tus clases logrando que el aprendizaje sea aún más divertido.",https://edu.gcfglobal.org/es/como-ensenar-por-facebook/como-ensenar-por-facebook-/1/,https://youtu.be/4H3wJ0I-PMI,https://edu.gcfglobal.org/es/como-ensenar-por-facebook/,Herramientas de educación virtual,"Cómo enseñar por Facebook,Convierte a Facebook en aula virtual,Enseñar en Facebook de forma segura"
113,¿Cómo crear un curso virtual?,"Si te interesa aprender a crear cursos virtuales, este lugar es para ti. En este curso te mostraremos el proceso que llevamos para construir nuestras páginas.",https://edu.gcfglobal.org/es/como-crear-un-curso-virtual/para-quien-construyes-el-curso/1/,0,https://edu.gcfglobal.org/es/como-crear-un-curso-virtual/,Herramientas de educación virtual,La bases del curso
114,Conceptos básicos de diseño gráfico,"¿Cómo diseñar? En este curso gratuito aprenderás sobre los fundamentos del diseño gráfico y la composición de piezas gráficas. También aprenderás sobre el color, el branding y las imágenes, entre otras cosas.",https://edu.gcfglobal.org/es/conceptos-basicos-de-diseno-grafico/fundamentos-del-diseno/1/,https://www.youtube.com/watch?v=M9-582tZZxU&list=PLQVIjL9XTrQ0uHYoOW09tjDVfbRrdUWfU,https://edu.gcfglobal.org/es/conceptos-basicos-de-diseno-grafico/,Diseño,Bases de diseño
115,Curso de fotografía digital,"Aprende en este curso gratis de fotografía los conceptos y herramientas para tomar una foto, los tipos de cámara existentes y cómo usarlas.",https://edu.gcfglobal.org/es/curso-de-fotografia-digital/la-velocidad-de-obturacion/1/,https://www.youtube.com/playlist?list=PLQVIjL9XTrQ2Gp5J-GYiqUYFtUeCow0vk,https://edu.gcfglobal.org/es/curso-de-fotografia-digital/,Diseño,"Conceptos básicos de fotografía,La cámara,Contenido relacionado"
116,Curso de Photoshop,Aprende a todas las herramientas para modificar imágenes existentes en Photoshop y crear piezas gráficas desde cero. ,https://edu.gcfglobal.org/es/curso-de-photoshop/que-es-photoshop/1/,https://www.youtube.com/watch?v=d1KvT8oVCr4&list=PLQVIjL9XTrQ2eIfUVHCZAKnADDKssgYN8,https://edu.gcfglobal.org/es/curso-de-photoshop/,Diseño,Conociendo Photoshop
117,Canva Básico,"Crea una cuenta gratis en Canva y aprende a diseñar diferentes piezas gráficas para tus redes sociales, presentaciones, infografías y muchas cosas más, usando las plantillas que te ofrece esta plataforma.",https://edu.gcfglobal.org/es/canva/que-es-canva/1/,0,https://edu.gcfglobal.org/es/canva/,Diseño,"Conoce Canva,Crea tus primeras piezas en Canva,Comparte y descarga tus diseños,Canva para PC y celular,Canva Pro,Test Canva "
118,Primera temporada: ¿Cómo aprendemos?,"Siempre estamos aprendiendo cosas nuevas, pero ¿cómo es ese proceso? Acompáñanos a entrar en este mundo y aprende con nosotros cómo superar el fracaso, la curva de aprendizaje, los tipos de inteligencia, entre muchos otros temas más.",https://edu.gcfglobal.org/es/como-aprendemos/t1e1-consejos-para-superar-el-fracaso/1/,0,https://edu.gcfglobal.org/es/como-aprendemos/,Podcast La Dimensión Conocida ,Podcast: La Dimensión Conocida  1ra temporada
119,Segunda temporada: Desarrollo tecnológico,"En este curso trataremos temas relacionados al desarrollo que la tecnología ha tenido en los últimos tiempos, así como su alcance y en influencia en la vida cotidiana y en el futuro próximo.",https://edu.gcfglobal.org/es/desarrollo-tecnologico/t2e1-existe-la-privacidad-en-internet/1/,0,https://edu.gcfglobal.org/es/desarrollo-tecnologico/,Podcast La Dimensión Conocida ,Podcast: La Dimensión Conocida 2da Temporada
120,Tercera temporada: Noticias tecnológicas,Reunimos los avances tecnológicos más interesantes de los últimos meses para contarte de qué se tratan y cómo influyen en tu día a día. Acompáñanos y descubre cómo la tecnología cambia poco a poco nuestras vidas. ,https://edu.gcfglobal.org/es/noticias-tecnologicas/t3e1-turismo-espacial-energias-renovables-y-mas-noticias-de-tecnologia/1/,0,https://edu.gcfglobal.org/es/noticias-tecnologicas/,Podcast La Dimensión Conocida ,Podcast: La Dimensión conocida 3ra Temporada
121,a1. Principiante,En este nivel aprenderás el vocabulario básico para dar tus primeros pasos en inglés. También descubrirás palabras y nuevas formas de expresarte en este idioma.,https://idiomas.gcfglobal.org/es/curso/ingles/a1/el-abecedario-en-ingles/,0,https://idiomas.gcfglobal.org/es/curso/ingles/a1/,Inglés,"El abecedario en inglésarrow_forward_ios,Aquí aprenderás de una manera fácil y práctica, el modo en que se compone el alfabeto en inglés y cómo puedes empezar a formar palabras, como por ejemplo tu nombre."
122,a2. Básico,Aprende con nosotros cómo expresar tus ideas en inglés.,https://idiomas.gcfglobal.org/es/curso/ingles/a2/que-son-los-adverbios-de-lugar-en-ingles/,0,https://idiomas.gcfglobal.org/es/curso/ingles/a2/,Inglés,"¿Qué son los adverbios de lugar en inglés?arrow_forward_ios,Aprende a utilizar los adverbios de lugar en inglés, de forma correcta."
123,b1. Intermedio,"Aprende a emplear correctamente conectores, verbos modales y formas del tiempo futuro, entre otros. Aprende también a integrar las áreas de lectoescritura, escucha y habla en este idioma, a tu diario vivir.",https://idiomas.gcfglobal.org/es/curso/ingles/b1/que-son-las-preposiciones-de-tiempo/,0,https://idiomas.gcfglobal.org/es/curso/ingles/b1/,Inglés,"¿Qué son las preposiciones de tiempo?arrow_forward_ios,Te presentamos las preposiciones de tiempo en inglés. Aprende de manera fácil para qué sirven y cómo funcionan en la oración."
124,b2. Intermedio avanzado,"Con temas como voz pasiva y voz activa, y las herramientas desarrolladas en este nivel, lograrás comprender y redactar textos básicos en el inglés, además de mejorar tus facultades a la hora de hablar en este idioma.",https://idiomas.gcfglobal.org/es/curso/ingles/b2/before-and-after/,0,https://idiomas.gcfglobal.org/es/curso/ingles/b2/,Inglés,"Before and Afterarrow_forward_ios,Aprende a diferenciar el uso de las palabras before y after."
125,c1. Avanzado,"Ahora que te encuentras en el nivel avanzado de este curso, puedes reforzar tus habilidades en este idioma, a través de herramientas auditivas y didácticas que te acercarán a la forma de evaluativa de los exámenes internacionales del inglés.",https://idiomas.gcfglobal.org/es/curso/ingles/c1/english-language-exams/,0,https://idiomas.gcfglobal.org/es/curso/ingles/c1/,Inglés,"English language examsarrow_forward_ios,¿Tienes idea de qué tan útil te puede ser tomar el examen de desempeño de inglés correcto?"
127,Computer Basics,"If you're new to computers or just want to update your skills, you've come to the right place. New videos coming soon! ",0,https://www.youtube.com/playlist?list=PL4316FC411AD077AA,https://edu.gcfglobal.org/en/computerbasics/,Computers,"Introduction,Hardware Basics,Software Basics,Using a Computer,Using the Internet,Safety and Maintenance,Extras,Quiz"
128,Basic Computer Skills,Looking to learn basic computer skills or upgrade the skills you already have? You've come to the right place.,0,0,https://edu.gcfglobal.org/en/basic-computer-skills/,Computers,"Basic Skills,Setup and Maintenance,Installing and Uninstalling Software"
129,Mouse Tutorial,Use this interactive tutorial to learn how to use a computer mouse.,0,0,https://edu.gcfglobal.org/en/mousetutorial/,Computers,0
130,Typing Tutorial,"In this free interactive course, learn the basics of touch typing, then practice the skills you've learned.",0,0,https://edu.gcfglobal.org/en/typing/,Computers,0
131,Computer Science,"Learn about basic computer science concepts like algorithms, binary, programming languages, and more.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-Q9izCl0mm-QZ4seuBdUtr,https://edu.gcfglobal.org/en/computer-science/,Computers,0
132,Tech Savvy Tips and Tricks,"In this free tutorial, get tips and tricks to use your devices as efficiently as possible.",0,0,https://edu.gcfglobal.org/en/techsavvy/,Computers,"Tech Skills,Safety & Security,Shortcuts"
133,Email Basics,"In this free tutorial, learn how to use common email features and practice proper etiquette.",0,0,https://edu.gcfglobal.org/en/email101/,Email,"Email Basics,Extras,Quiz"
134,Gmail,"In this free tutorial, get an introduction to Gmail and learn how to manage, send, and respond to messages.",0,https://www.youtube.com/playlist?list=PL007352170EA6EB06,https://edu.gcfglobal.org/en/gmail/,Email,"Using Gmail,Extras,Quiz"
135,Beyond Email,Learn the various ways beyond email of communicating and sharing online.,0,0,https://edu.gcfglobal.org/en/beyondemail/,Email,"Introduction,Ways to Communicate Online,Extras"
136,Chrome,"Learn all about browsing, customizing, and bookmarking in Chrome, as well as personalizing your privacy and security settings.",0,https://www.youtube.com/playlist?list=PLCFD9FDCE0C09B616,https://edu.gcfglobal.org/en/chrome/,Internet,"Chrome,Extras,Quiz"
137,Firefox,Learn how to use and customize the Firefox web browser in this free tutorial.,0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8WYIgK85BBP7xMyNUCDLrf,https://edu.gcfglobal.org/en/firefox/,Internet,"Using Firefox,Extras,Quiz"
138,Edge,"In this free tutorial, learn all about using and customizing Edge for a better browser experience.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-P9jsCBw5fDmVir45Qr4h1,https://edu.gcfglobal.org/en/edge/,Internet,Edge
139,Internet Basics,"In this free tutorial, improve your Internet skills so you can connect, use the cloud, download and upload files, and do more online.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9qeniFKxjpVhk77b4Pfe8s,https://edu.gcfglobal.org/en/internetbasics/,Internet,"Introduction,Getting Started with the Internet,Browsing the Web,Extras,Quiz"
140,Internet Explorer,"In this free tutorial, learn how to use Internet Explorer as your web browser.",0,https://www.youtube.com/playlist?list=PL55CA1B2704B403B6,https://edu.gcfglobal.org/en/internetexplorer/,Internet,"Introduction,Internet Explorer 11,Internet Explorer 8,Extras"
141,Internet Tips,"Use these tips and strategies to get the most out of the Internet, from understanding hyperlinks to using installing browser plug-ins.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9qeniFKxjpVhk77b4Pfe8s,https://edu.gcfglobal.org/en/internet-tips/,Internet,"Basic Concepts,Web Browsers,More Tips"
142,Safari,"Learn all about browsing, customizing, and bookmarking in Safari, as well as personalizing your privacy and security settings.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8p037YOouT75ql_v8NJpKC,https://edu.gcfglobal.org/en/safari/,Internet,0
143,Search Better,"Learn tips and tricks for using search engines more effectively. For more information about evaluating the information you find online, check out our Digital Media Literacy tutorial.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_Rkkh6gN-B3iS-eFvkoXEF,https://edu.gcfglobal.org/en/search-better-2018/,Internet,"Search Better,Quiz"
144,Use Information Correctly,"In this free tutorial, learn how to use information correctly to create quality content while protecting others' intellectual property.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_S6dts3qnULAyyZ7cNPIs4,https://edu.gcfglobal.org/en/useinformationcorrectly/,Internet,"Use Information Correctly,Quiz"
145,Using the Web to Get Stuff Done,"In this free tutorial, learn more about how to use the Internet to buy and sell items, find a home or an online review, use Wikipedia, and do more.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8g_WjGyKC14-PaxTpkz1FG,https://edu.gcfglobal.org/en/using-the-web-to-get-stuff-done/,Internet,"Buying and Selling Stuff Online,Online Research,Online Media,More Tips"
146,Tech Savvy Tips and Tricks,"In this free tutorial, get tips and tricks to use your devices as efficiently as possible.",0,0,https://edu.gcfglobal.org/en/techsavvy/,Internet,"Tech Skills,Safety & Security,Shortcuts"
147,Etsy,"In this free tutorial, learn how to use this popular site for buying and selling homemade goods.",0,0,https://edu.gcfglobal.org/en/etsy/,Internet,0
148,Dropbox,"In this free tutorial, learn how to use this popular cloud-based storage service to keep files safe and sound.",0,0,https://edu.gcfglobal.org/en/dropbox/,Internet,0
149,Prezi,"In this free tutorial, learn how to create unique presentations using this free PowerPoint alternative.",0,0,https://edu.gcfglobal.org/en/prezi/,Internet,0
150,Internet Safety,Staying safe online is essential in today's world. Use these Internet safety tips to keep yourself and your loved ones protected.,0,https://www.youtube.com/playlist?list=PLpQQipWcxwt-IW6q0DkoIktFb2-GBnHTd,https://edu.gcfglobal.org/en/internetsafety/,Online Safety,"Introduction,Staying Safe Online,Protecting Your Online Privacy,Extras,Quiz"
151,Internet Safety for Kids,"In this free tutorial, learn tips and strategies to keep your kids safe from hackers, predators, and cyberbullies.",0,0,https://edu.gcfglobal.org/en/internetsafetyforkids/,Online Safety,"Internet Safety for Kids,Extras,Quiz"
152,Search Better,"Learn tips and tricks for using search engines more effectively. For more information about evaluating the information you find online, check out our Digital Media Literacy tutorial.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_Rkkh6gN-B3iS-eFvkoXEF,https://edu.gcfglobal.org/en/search-better-2018/,Digital Skills,"Search Better,Quiz"
153,Digital Media Literacy,"Learn how to interpret and evaluate information online, whether you're reading an article, watching a video, or using social media.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt9NUsBX4KpO4PwHMilgzEh1&disable_polymer=true,https://edu.gcfglobal.org/en/digital-media-literacy/,Digital Skills,"Evaluating information,Media,Social media and smartphones"
154,Use Information Correctly,"In this free tutorial, learn how to use information correctly to create quality content while protecting others' intellectual property.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_S6dts3qnULAyyZ7cNPIs4,https://edu.gcfglobal.org/en/useinformationcorrectly/,Digital Skills,"Use Information Correctly,Quiz"
155,Tech Savvy Tips and Tricks,"In this free tutorial, get tips and tricks to use your devices as efficiently as possible.",0,0,https://edu.gcfglobal.org/en/techsavvy/,Digital Skills,"Tech Skills,Safety & Security,Shortcuts"
156,Using the Web to Get Stuff Done,"In this free tutorial, learn more about how to use the Internet to buy and sell items, find a home or an online review, use Wikipedia, and do more.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8g_WjGyKC14-PaxTpkz1FG,https://edu.gcfglobal.org/en/using-the-web-to-get-stuff-done/,Digital Skills,"Buying and Selling Stuff Online,Online Research,Online Media,More Tips"
157,Digital Photography,"In this free tutorial, you'll learn digital photography basics as well as some more advanced skills so you can take great pictures.",0,0,https://edu.gcfglobal.org/en/digitalphotography/,Photos and Graphics,"All About Digital Cameras,Taking Photos,Extras,Quiz"
158,Image Editing 101,"In this free tutorial, get tips on editing images so your photos look their best.",0,0,https://edu.gcfglobal.org/en/imageediting101/,Photos and Graphics,"Image Editing 101,Extras,Quiz"
159,Photoshop Basics,"In this free tutorial, learn how to perform some basic and advanced tasks in this popular photo editing program.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt87scN6pCsXzh_2AaXVBAzP,https://edu.gcfglobal.org/en/photoshopbasics/,Photos and Graphics,"All About Photoshop,Using Photoshop,Extras,Quiz"
160,Beginning Graphic Design,"Learn how color, layout, images, composition, typography, branding, and more relate to graphic design.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt8vVzFpoJS5TtCh8Ktke9TH,https://edu.gcfglobal.org/en/beginning-graphic-design/,Photos and Graphics,Intro to Graphic Design
161,Instagram Basics,"Instagram is a popular social media platform that’s great for sharing videos and photos with friends. In this tutorial we’ll cover the basics, like setting up an account and some common features you can use. Let's get started!",0,0,https://edu.gcfglobal.org/en/instagram-basics/,Social Media,0
162,Zoom Basics,"This free tutorial teaches you Zoom's main functions. It explains how to set up an account, join/host meetings, and more.",0,0,https://edu.gcfglobal.org/en/zoom-basics/,Social Media,0
163,Blog Basics,"In this free tutorial, learn how to get started with a blog, as well as how to develop and promote it to find an audience.",0,0,https://edu.gcfglobal.org/en/blogbasics/,Social Media,"All About Blogs,Extras"
164,WhatsApp,"In this free tutorial, learn how to navigate the social media app that lets you send texts and make calls without using data.",0,0,https://edu.gcfglobal.org/en/whatsapp/,Social Media,0
165,Facebook,"Learn how to create, use, and maintain a Facebook page, including understanding the social media site's privacy policies and settings.",0,https://www.youtube.com/playlist?list=PL76730A6FCC0F3DB4,https://edu.gcfglobal.org/en/facebook101/,Social Media,"Getting Started,Using Facebook,Extras,Quiz"
166,Facebook for iPhone,"In this free tutorial, learn how to use the iPhone Facebook app on your smartphone.",0,0,https://edu.gcfglobal.org/en/facebook-iphone/,Social Media,0
167,YouTube,"In this free tutorial,  learn how to watch, create, and upload videos to YouTube, as well as start a channel of your own.",0,0,https://edu.gcfglobal.org/en/youtube/,Social Media,"Welcome!,Watching Videos on YouTube,Creating Your Own YouTube Channel,Thanks for Joining Us!,Extras"
168,LinkedIn Basics,"In this free tutorial, learn how to create and maintain an account on this popular networking and career-focused social media site.",0,https://www.youtube.com/playlist?list=PLpQQipWcxwt_lhv7UuN5VkVWPAeocWslF,https://edu.gcfglobal.org/en/linkedin/,Social Media,"Welcome!,Using LinkedIn,Farewell!,Extras,Quiz"
169,Meetup,"In this free tutorial, learn more about navigating this popular in-person networking site, which finds people with similar interests.",0,0,https://edu.gcfglobal.org/en/meetup/,Social Media,0
170,Pinterest,"In this free tutorial, learn how to create and maintain a Pinterest account so you can easily pin and save the cool ideas you find online.",0,0,https://edu.gcfglobal.org/en/pinterest/,Social Media,"Using Pinterest,Extras"
171,Skype,"In this free tutorial, learn how to set up and use Skype to make video calls and more.",0,0,https://edu.gcfglobal.org/en/skype-2016/,Social Media,"Using Skype,Extras"
