,title,link_registro,Tipo,Fecha_inicio,Fecha_final,Idioma,Dedicacion,Descripcion,Audiencia,Costos,sector_lista,tema_lista,competencias_lista
60,Online Teacher Training for the Caribbean | BID | Curso tutorizado,https://indesvirtual.iadb.org/course/view.php?id=2683,,,,,30 hours in 5.5 weeks,"The course covers the main concepts and best practices of online teaching. It covers both technical skills, as well as instructional design and pedagogical concepts.
Learners have the opportunity to apply fundamental concepts and best practices in online pedagogy, with a special focus on online discussions, course management, effective student feedback, learning assessment and online presence.
At the end of the course you will be able to:

Identify the components of an effective virtual learning environment.
Analyze pedagogical and motivational strategies in online courses that serve as a guide for students in virtual asynchronous environments.
Identify and apply good practices to moderate online discussions, considering the different teaching presences.
Identify technology tools and resources that support learning at a distance.

As part of the AcademiaBID portfolio, instructor-led courses, differently than self-paced or massive online courses, are taught by a subject matter expert with demonstrated experience in online teaching. Throughout several weeks, participants have numerous interaction opportunities with the instructor(s) and peers, contributing to a more effective learning experience. Assignments and other learning activities will be reviewed by the assigned instructor(s), who will provide personalized feedback.
","People with experience in the field of training both onsite and virtual.

This course is available to resident of LAC IDB member countries and members of the Caribbean Development Bank (CDB).
Interested candidates residing outside of those countries may register but will be placed in a waiting list and given available slots at the end of the registration period.

Regional members of the CDB are:
Anguilla.
Antigua and Barbuda.
British Virgin Islands.
Cayman Islands.
Dominica.
Grenada.
Montserrat.
St Kitts and Nevis.
St Lucia.
St Vincent and the Grenadines.
Turks and Caicos Islands.","The tuition for the course is US$ 120 (non-refundable). Participants may pay the early-bird fee of US$ 10 for registration by April 30th. After, participants will pay the full price (IDB subsidizes the overall course).",[Educación],"[Desarrollo de instituciones, Economía y Desarrollo]",[Comunicación efectiva]
61,Environmental and social performance standard 9: gender equality | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=2697,SELF-PACED,1/5/2023,4/30/2023,Inglés,1 hour,"The environmental and social context of the Latin American and Caribbean region has evolved since the Inter-American Development Bank’s (IDB) safeguard policies were developed more than 15 years ago. The Environmental and Social Policy Framework modernizes many of the requirements of those safeguards policies into a comprehensive and consolidated framework that responds better to the environmental and social challenges facing our countries: social inequality, climate change, and the depletion of natural capital. In turn, the new Framework emerges as an opportunity to improve, update, and harmonize environmental and social standards within the IDB group and with other multilateral organizations, so that the borrower must always abide by similar requirements. The IDBs Environmental and Social Performance Standard 9 recognizes that gender equality has intrinsic value. Gender equality is not only an issue of justice and human rights but also a driver of sustainable development. In this course, we invite you to learn about the standard and identify how to apply its requirements for development projects. We hope you enjoy learning. 
",,Course valued in $100. Offered by IDB for free. ,[Agricultura y Desarrollo Social],[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
62,Norma de desempeño ambiental y social 2. Trabajo y condiciones laborales | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=2691&section=0,SELF-PACED,1/5/2023,4/30/2023,Español,3 horas,"El curso sobre la Norma de Desempeño Ambiental y Social 2 (NDAS 2), Trabajo y condiciones laborales, resalta la importancia de la fuerza laboral y su contribución al crecimiento económico dentro de marcos que protejan sus derechos fundamentales. A través de videos, podcast, ejercicios, infográficos y test, podrá valorar la importancia de que el empleador y los trabajadores mantengan relaciones constructivas, sumadas a un trato justo y a condiciones de trabajo seguras y saludables, con el fin de impulsar la eficiencia y productividad de los proyectos de desarrollo.",,Valoración en USD $150. Curso ofrecido de manera gratuita por el grupo BID,"[Agricultura y Desarrollo Social, Mercados Laborales, Protección Social y Salud]",[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
63,Norma de desempeño ambiental y social 4. Riesgo de desastre | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=2694&section=0,SELF-PACED,1/5/2023,4/30/2023,Español,4 horas,"El curso sobre la Norma de Desempeño Ambiental y Social 4 (NDAS 4) sobre riesgo de desastres. Este breve programa de formación te acercará al conocimiento esencial de la NDAS 4, en lo que se refiere a la gestión de los riesgos causados por las amenazas naturales y el cambio climático, que pueden impactar sensiblemente a proyectos de desarrollo. 
A través de videos, tablas, infográficos y cuestionarios, usted podrá reconocer la ruta crítica para identificar, reducir y gestionar los riesgos de desastres ocasionados por amenazas naturales y el cambio climático, para salvaguardar los proyectos de desarrollo durante su ejecución y operación.
",,Valoración en 100$. Curso ofrecido de manera gratuita por el grupo BID,"[Agricultura y Desarrollo Social, Medioambiente y desastres naturales, Ciencia y Tecnología, Turismo sostenible]",[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
64,Norma de desempeño ambiental y social 7. Pueblos indígenas | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=2695&section=0,SELF-PACED,1/5/2023,4/30/2023,Español,3 horas,"El curso sobre la Norma de Desempeño Ambiental y Social 7: Pueblos Indígenas (NDAS 7) le ofrece la oportunidad de conocer la nueva norma de desempeño 7 sobre pueblos indígenas. A través de lecturas, material audiovisual y test, usted podrá entender la importancia de asegurar que los proyectos del BID respeten los derechos humanos, la dignidad, las aspiraciones y la cultura de los pueblos indígenas; eviten, minimicen o compensen los impactos adversos en sus entornos; y promuevan oportunidades de desarrollo sostenible congruentes con su cultura.",,Valoración en 100$ USD. Curso ofrecido de manera gratuita por el grupo BID,"[Agricultura y Desarrollo Social, Medioambiente y desastres naturales, Turismo sostenible]",[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
65,Norma de desempeño ambiental y social 9: Igualdad de género | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=2696,SELF-PACED,1/5/2023,4/30/2023,Español,1 hora ,"El contexto ambiental y social de la región de América Latina y el Caribe ha evolucionado desde que se desarrollaron las políticas de salvaguardias del Banco Interamericano de Desarrollo (BID), hace más de 15 años.  El Marco de Política Ambiental y Social moderniza muchos de los requisitos de esas políticas de salvaguardias en un marco integral y consolidado que responde mejor a los desafíos ambientales y sociales que enfrentan nuestros países: la desigualdad social, el cambio climático y el agotamiento del capital natural. A su vez, el nuevo Marco surge como una oportunidad de mejora, actualización y armonización de las normas ambientales y sociales dentro del grupo BID y con otros organismos multilaterales, de forma que el prestatario debe atenerse siempre a requisitos semejantes.  La Norma de Desempeño Ambiental y Social 9 del BID reconoce que la igualdad de género tiene un valor intrínseco. La igualdad de género no es solamente una cuestión de justicia y derechos humanos, sino también un propulsor del desarrollo sostenible. En este curso te invitamos a conocer la norma e identificar cómo aplicar sus requisitos para proyectos de desarrollo. Esperamos que disfrutes aprendiendo. 
",,Valoración en 100$. Curso ofrecido de manera gratuita por el grupo BID. ,[Agricultura y Desarrollo Social],[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
66,Norma de desempeño ambiental y social 3: Eficiencia en el uso de los recursos y prevención de la contaminación (NDAS 3) | BID | Curso AUTOGUIADO, https://indesvirtual.iadb.org/course/view.php?id=2693&section=0,SELF-PACED,1/5/2023,4/30/2023,Español,8 horas en total,"El curso sobre la Norma de Desempeño Ambiental y Social 3: Eficiencia en el Uso de los Recursos y Prevención de la Contaminación (NDAS 3) le ofrece la oportunidad de conocer la nueva norma de desempeño 3. A través de videos, tablas, infográficos y cuestionarios, usted podrá reconocer la importancia de estudiar cómo mejorar la gestión de los recursos necesarios en la producción, de forma que sea respetuoso con el medio ambiente, los trabajadores del proyecto y las comunidades vecinas.",,Valoración en 100$. Curso ofrecido de manera gratuita por el grupo BID ,"[Agricultura y Desarrollo Social, Medioambiente y desastres naturales, Ciencia y Tecnología, Turismo sostenible]",[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
67,Environmental and social performance standard 2. Labor and working conditions | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=2692&section=0,SELF-PACED,1/5/2023,4/30/2023,Inglés,3 hours,"The course on the Environmental and Social Performance Standard 2 (ESPS 2), Labor and working conditions studies the importance of the workforce and its contribution to economic growth within frameworks that protect their fundamental rights. Through videos, podcasts, exercises, infographics, and tests, you will learn the importance of maintaining constructive relationships between workers and employers, enjoying fair treatment, and with safe and healthy working conditions, in order to boost the efficiency and productivity of development projects.
",,Valuation at USD $150. Course offered free of charge by the IDB group,"[Mercados Laborales, Protección Social y Salud]",[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
68,Social Impact Assessment | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=2711,SELF-PACED,1/1/2023,4/30/2023,Inglés,2 Hours,"Social Impact Assessment (or SIA) is the process of analyzing, monitoring, and managing the social consequences of a planned intervention, such as a program, project, plan, or policy. The SIA process should be reflected in project decision-making at all stages of a project cycle, to maximize the benefits and minimize the social cost of an intervention.  
The SIA process includes specific milestones, deliverables, reports, and plans at appropriate times during the project cycle.  
In this course, you will learn about the ten elements of an SIA and how to use them during the preparation and implementation of your project. The objective of the course is to effectively evaluate if the elements of a Social Impact Assessment have been implemented in a project in accordance with the guidelines presented in Section I of the international good practice, Social Impact Assessment: Integrating Social Issues in Development Projects, prepared by the IADB in 2018. 
The course summarizes international good practice. It discusses the rationale, principles, and recommended approach in undertaking an SIA, stressing that the SIA is a process that should be included in project preparation, implementation, and monitoring, rather than a single study or report. It clarifies that the level of effort and content involved in undertaking an SIA should be proportionate to project risk, scale, and complexity. It also describes the ten elements of an SIA, with strong emphasis on risk identification and management.
",,Estimated value of 150$. This course is offered for free by the IADB group ,"[Agricultura y Desarrollo Social, Medioambiente y desastres naturales, Protección Social y Salud]","[Gestión del riesgo ambiental y social, Desarrollo Social, Desarrollo sostenible]","[Pensamiento crítico, analítico y creativo, Sostenibilidad ambiental, Gestión de riesgos]"
69,Norma de desempeño Ambiental y Social 6 sobre biodiversidad y Gestión de recursos naturales vivos | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=2704,SELF-PACED,1/1/2023,4/30/2023,Español,5 Horas en total,"El contexto ambiental y social de la región de América Latina y el Caribe ha evolucionado desde que se desarrollaron las políticas de salvaguardias del Banco Interamericano de Desarrollo (BID), hace más de 15 años.  El Marco de Política Ambiental y Social moderniza muchos de los requisitos de esas políticas de salvaguardias en un marco integral y consolidado que responde mejor a los desafíos ambientales y sociales que enfrentan nuestros países: la desigualdad social, el cambio climático y el agotamiento del capital natural. A su vez, el nuevo Marco surge como una oportunidad de mejora, actualización y armonización de las normas ambientales y sociales dentro del grupo BID y con otros organismos multilaterales, de forma que el prestatario debe atenerse siempre a requisitos semejantes.  

La Norma de Desempeño Ambiental y Social 6 del BID reconoce que la protección y conservación de la biodiversidad, el mantenimiento de los servicios ecosistémicos y la gestión sostenible de los recursos naturales vivos son fundamentales para el desarrollo sostenible. En este curso te invitamos a conocer la norma e identificar cómo aplicar sus requisitos para proyectos de desarrollo. Esperamos que disfrutes aprendiendo. ",,Valoración en 100$. Curso ofrecido de manera gratuita por el grupo BID ,"[Agricultura y Desarrollo Social, Medioambiente y desastres naturales, Ciencia y Tecnología, Turismo sostenible]",[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
70,Evaluación para el Aprendizaje en Linea | BID | Curso tutorizado,https://indesvirtual.iadb.org/course/view.php?id=2684,,,,,12 horas,"Con el propósito de mejorar la gestión de nuestros cursos virtuales, queremos invitarlo a participar en nuestro taller en línea sobre ""Evaluación para el Aprendizaje”. Este taller tiene un enfoque práctico para desarrollar herramientas innovadoras que permitan la creación de actividades y evaluaciones en línea. Al final de este taller serán capaces de identificar, diferenciar y diseñar rubricas enfocadas a la evaluación autentica considerando las buenas prácticas y los recursos instruccionales del aprendizaje en línea. Objetivos: 1. Describir las características y los principios básicos de la evaluación auténtica. 2. Diferenciar entre la evaluación tradicional y la evaluación auténtica. 3. Identificar los recursos instruccionales y buenas prácticas para la elaboración de evaluaciones auténticas. 4. Proponer alternativas para la elaboración de actividades auténticas considerando las buenas prácticas de las evaluaciones auténticas. 5. Elaborar una rúbrica considerando las mejores prácticas para la elaboración de evaluaciones auténticas. 6. Reflexionar acerca de la importancia de la evaluación auténtica dentro de los procesos de aprendizaje en línea.

¡Le animamos a sumarse a esta experiencia!
 
Como parte de los productos de aprendizaje del portafolio de AcademiaBID, los cursos tutorizados, a diferencia de los cursos autoguiados o los masivos, son impartidos por una/s persona/s experta/s en la materia con experiencia demostrada en la enseñanza en línea. A lo largo de las semanas de duración del curso, los/las participantes tienen numerosas oportunidades de interacción con el equipo docente y compañeros/as, lo que contribuye a una experiencia de aprendizaje más eficaz. Las tareas y otras actividades de aprendizaje serán revisadas por el equipo docente asignado, quienes estarán brindando comentarios personalizados.
",El pre-requisito para participar en este curso es acreditar experiencia previa en formación presencial y/o virtual.,"El costo del curso es de USD 25$; y los tutores INDES disponen de una beca del 100% sobre este precio. El BID ha dispuesto un número de becas parciales con el precio de matrícula de USD $10 hasta completar el cupo. El Instituto Interamericano para el Desarrollo Económico y Social (INDES), perteneciente al Banco Interamericano de Desarrollo (BID), tiene como misión contribuir al fortalecimiento de conocimientos y habilidades de públicos estratégicos de la región, necesarios para promover el desarrollo económico y social de América Latina y del Caribe, por este motivo cada matrícula de nuestros cursos está subsidiada entre un 80% y 95% por recursos propios del BID.
",[Educación],[Desarrollo Social],"[Pensamiento crítico, analítico y creativo]"
71,Monitoreo y evaluación de los programas públicos | BID | Curso tutorizado,https://indesvirtual.iadb.org/enrol/index.php?id=2677,,,,,45 horas 4.5 Semanas,"Este curso te aportará herramientas y saberes para dar los primeros pasos en materia de monitoreo y evaluación de los programas públicos. De esa manera, podrás enriquecer tu propia práctica laboral, al asegurarte que las políticas y programas que gestionas se orienten, efectivamente, a la generación de un mayor valor público.

Al finalizar el curso, habrás aprendido a reconstruir la “cadena de valor” que subyace a todo programa público y a definir los elementos clave necesarios para estructurar un sistema de monitoreo. También, habrás conocido cuál es la información que te aportan los diferentes tipos de evaluación y qué pasos debes dar en su realización.

Como parte de los productos de aprendizaje del portafolio de AcademiaBID, los cursos tutorizados, a diferencia de los cursos autoguiados o los masivos, son impartidos por una/s persona/s experta/s en la materia con experiencia demostrada en la enseñanza en línea. A lo largo de las semanas de duración del curso, los/las participantes tienen numerosas oportunidades de interacción con el equipo docente y compañeros/as, lo que contribuye a una experiencia de aprendizaje más eficaz. Las tareas y otras actividades de aprendizaje serán revisadas por el equipo docente asignado, quienes estarán brindando comentarios personalizados.","El curso está dirigido a profesionales de Latinoamérica que poseen responsabilidades en el diseño, ejecución y evaluación de políticas, programas y/o proyectos que proponen contribuir a un desarrollo social, eficaz, eficiente, equitativo y sostenible. Pueden participar tanto quienes se desempeñan en instituciones públicas de diferentes niveles de gobierno (central, estadual, municipal) como así también representantes de organizaciones no gubernamentales, de centros académicos o de organismos internacionales.","Los costos de desarrollo del curso han sido cubiertos mayoritariamente con recursos del BID. El precio de la matrícula es de USD $80. Si se abona antes del 6 de marzo de 2023 recibirá un descuento del 50%, es decir usted pagará USD $40. A partir de esta fecha el precio volverá a ser de USD $80.

Los participantes deberán abonar el valor de la matrícula (no reembolsables), lo que les dará derecho a acceder al Aula Virtual del INDES, a sus recursos, a la tutoría permanente con los profesores-tutores, al apoyo técnico para el funcionamiento de la plataforma virtual y un certificado de aprobación a los participantes con una nota mayor de 65 puntos. Los costos de acceso a Internet son responsabilidad de cada participante.

El Instituto Interamericano para el Desarrollo Económico y Social (INDES), perteneciente al Banco Interamericano de Desarrollo (BID), tiene como misión contribuir al fortalecimiento de conocimientos y habilidades de públicos estratégicos de la región, necesarios para promover el desarrollo económico y social de América Latina y del Caribe, por este motivo cada matrícula de nuestros cursos está subsidiada entre un 80% y 95% por recursos propios del BID.","[Reforma / Modernización del Estado, Investigación Social]",[Desarrollo de instituciones],"[Efectividad en el Desarrollo, Gestión organizacional, Planeación & Organización, Solución de Problemas & Innovación, Gestión de proyectos, Gestión para resultados]"
72,Indicadores para el Desarrollo | BID | Curso tutorizado,https://indesvirtual.iadb.org/course/view.php?id=2674,,,,,100 horas en 10.5 semanas,"Este curso forma parte de la iniciativa desarrollada en conjunto por el Programa de Naciones Unidas para el Desarrollo (PNUD) y el Instituto Interamericano para el Desarrollo Social (INDES) del Banco Interamericano de Desarrollo (BID) con la intención de facilitar este reto mediante la ampliación de las capacidades y la actualización estadística de un gran número de organizaciones públicas y privadas vinculadas a los procesos de desarrollo. Aunque los contenidos han sido actualizados y rediseñados, este curso corresponde al que el INDES ha venido ofreciendo desde 2007. Con él se intenta: elevar la conciencia sobre la importancia de establecer objetivos de desarrollo de largo plazo, como lo fueron los Objetivos de Desarrollo del Milenio (ODM) y lo son, ahora, los Objetivos de Desarrollo Sostenible (ODS); discutir su papel en el diseño e implementación de las políticas públicas en los niveles nacionales y sub-nacionales; capacitar a los involucrados en procesos de desarrollo en el uso de objetivos, metas e indicadores. La intención última, es incrementar la disponibilidad de información estadística de calidad para facilitar el diseño e implementación de políticas públicas basadas en la evidencia. 
El curso cuenta tanto con actividades individuales como con actividades grupales, en las que cada participante deberá coordinarse con el equipo de trabajo que le sea asignado en cada caso. El curso podrá contar con reuniones para aclarar dudas en las actividades en las que se trabaje en equipos.
Como parte de los productos de aprendizaje del portafolio de AcademiaBID, los cursos tutorizados, a diferencia de los cursos autoguiados o los masivos, son impartidos por una/s persona/s experta/s en la materia con experiencia demostrada en la enseñanza en línea. A lo largo de las semanas de duración del curso, los/las participantes tienen numerosas oportunidades de interacción con el equipo docente y compañeros/as, lo que contribuye a una experiencia de aprendizaje más eficaz. Las tareas y otras actividades de aprendizaje serán revisadas por el equipo docente asignado, quienes estarán brindando comentarios personalizados.
","Este curso está dirigido a los funcionarios públicos y a líderes de ONGs que tienen responsabilidad en el diseño, implementación, monitoreo y evaluación de políticas y programas sociales. Personas que trabajan en áreas de comunicación social, asignación de presupuestos para programas sociales, asesores de los parlamentos, profesionales que trabajan en organismos internacionales o agencias de cooperación también se beneficiarían de este curso. ","Los costos de desarrollo del curso han sido cubiertos mayoritariamente con recursos del BID. El precio de la matrícula es de USD $200.  Si se abona antes del 13 de marzo de 2023 recibirá un descuento del 50%, es decir usted pagará USD$ 100. 

Los participantes deberán abonar la cantidad correspondiente para formalizar su matrícula (los pagos no son reembolsables), lo que les dará derecho a acceder al Aula Virtual del INDES, a sus recursos, a la tutoría permanente con los profesores-tutores, al apoyo técnico para el funcionamiento de la plataforma virtual y a un certificado de aprobación a los participantes con una nota igual o mayor de 65 puntos. Los costos de acceso a Internet son responsabilidad de cada participante.

El Instituto Interamericano para el Desarrollo Económico y Social (INDES), perteneciente al Banco Interamericano de Desarrollo (BID), tiene como misión contribuir al fortalecimiento de conocimientos y habilidades de públicos estratégicos de la región, necesarios para promover el desarrollo económico y social de América Latina y del Caribe, por este motivo cada matrícula de nuestros cursos está subsidiada entre un 80% y 95% por recursos propios del BID.","[Educación, Reforma / Modernización del Estado, Investigación Social]","[Desarrollo de instituciones, Desarrollo Social]","[Efectividad en el Desarrollo, Planeación & Organización, Análisis de Problemas \xa0& Síntesis, Solución de Problemas & Innovación, Gestión de proyectos, Gestión para resultados]"
73,Inteligencia Artificial aplicada al transporte | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/enrol/instances.php?id=2770,SELF-PACED,4/3/2023,6/30/2023,Español,24,"Este curso muestra un panorama general del campo de estudio de la inteligencia artificial (IA), así como algunas de sus aplicaciones actuales en el área de transporte. Se revisan las tecnologías específicas de machine learning incluidas en los proyectos llamados pavimenta2 y señaliza2, que fueron generados por un equipo del área de transporte del Banco Interamericano de Desarrollo; a través de pavimenta2, es posible detectar, medir y clasificar fallas en el asfalto, con algunas ventajas destacables en comparación con otras tecnologías utilizadas hoy. Esta primera edición del curso dirigida a países mesoamericanos, los/as participantes podrán identificar oportunidades para aplicar tecnologías de IA en su campo de acción profesional.
Este curso es autoguiado. La convocatoria esta abierta para registrarse y podrá iniciarlo el 01 de abril.
La carga horaria que demanda el curso es igual a 24 horas.
",,Sin coste.,"[Ciencia y Tecnología, Transporte]","[Desarrollo de instituciones, Infraestructura]","[Solución de Problemas & Innovación, Gestión de recursos]"
74,Análisis del riesgo de desastres y cambio climático en proyectos de infraestructura | BID | MOOC,https://www.edx.org/es/course/analisis-de-riesgos-de-desastres-naturales-y-cambio-climatico-en-proyectos-de-infraestructura?index=spanish_product&queryID=2962ddc9a7e9390e6c7184257f54d5c7&position=1&eaid=6730516a-f7f9-4ac0-8964-7ff2c62b1033&v=2&linked_from,MOOC,2/22/2023,3/28/2023,Español,30 horas / 5 semanas,"El cambio climático es un hecho y afecta a muchos aspectos de nuestra vida. Cada vez las temperaturas son más extremas y los desastres naturales más recurrentes. No podemos evitar que ocurran las inundaciones, terremotos, tornados…


¿Qué podemos hacer para que estos daños tengan el menor impacto? ¿cómo podemos prevenir que las infraestructuras de nuestra ciudad sufran los mínimos daños y por tanto, ponga en peligro a menos gente? o ¿qué tipo de análisis previos a un proyecto son necesarios para afrontar futuros fenómenos del cambio climático?


El curso ha sido diseñado y organizado por el Instituto Interamericano para el Desarrollo Económico y Social (INDES) del Banco Interamericano de Desarrollo (BID) en el marco del Project Learning Academy, con el objeto de fortalecer la capacidad de los equipos de proyecto para gestionar anticipadamente los eventos que pueden afectar a un proyecto, con el fin de incrementar su probabilidad de éxito.","Personas que quieran fortalecer capacidades técnicas y toma decisiones, incorporando el análisis de riesgo de desastres naturales y resiliencia al cambio climático en el diseño de proyectos de infraestructura.

","Si optas por la modalidad Asistente podrás completarlo de manera gratuita en 10 semanas desde que te inscribas.

Si optas por la modalidad Certificado Verificado puedes acceder al curso de manera ilimitada y completar las evaluaciones calificadas hasta la fecha de cierre tras hacer un pago de $25. ","[Medioambiente y desastres naturales, Desarrollo urbano y vivienda]","[Ciudades Sostenibles, Infraestructura, Desarrollo sostenible]","[Sostenibilidad ambiental, Gestión del riesgo social y ambiental]"
75,Teoría del Cambio en la gestión del desarrollo | BID | Curso tutorizado,https://indesvirtual.iadb.org/course/view.php?id=2679,,,,,8 horas por 3.5 semanas,"La teoría del cambio expresa la estrategia de la intervención. Consiste en la serie de conjeturas sobre cómo y porqué lograremos con ella desencadenar un ciclo virtuoso de transformaciones en las personas y en su funcionamiento social.
El dominio del concepto teoría del cambio es la base desde la cual erigir procesos gerenciales de monitoreo y evaluación sólidos. A su vez, la identificación de la teoría de cambio de una intervención permite comprender los retos inmediatos que ella presenta, ofrece criterios para estimar los plazos en que es esperable alcanzar los objetivos y, consecuentemente, ofrece fundamentos para mensurar los recursos con los que será necesario contar para enfrentar esos desafíos.
Al finalizar este curso-taller el participante habrá desarrollado o perfeccionado sus competencias para identificar la teoría del cambio que fundamenta un proyecto de promoción del desarrollo. Además, contará con un ejercicio de aplicación del enfoque al análisis del proyecto de su interés profesional, donde habrá podido elaborar una versión de la teoría de cambio de la iniciativa de su interés. Ello será el fruto de haber discutido y analizado con el profesor del curso-taller y con sus colegas esa iniciativa de su interés.
Como parte de los productos de aprendizaje del portafolio de AcademiaBID, los cursos tutorizados, a diferencia de los cursos autoguiados o los masivos, son impartidos por una/s persona/s experta/s en la materia con experiencia demostrada en la enseñanza en línea. A lo largo de las semanas de duración del curso, los/las participantes tienen numerosas oportunidades de interacción con el equipo docente y compañeros/as, lo que contribuye a una experiencia de aprendizaje más eficaz. Las tareas y otras actividades de aprendizaje serán revisadas por el equipo docente asignado, quienes estarán brindando comentarios personalizados.","El curso-taller está destinado a profesionales que tengan interés en mejorar el diseño, la implementación, el monitoreo o la evaluación de alguna intervención o proyecto de promoción del desarrollo. Al igual que otras propuestas del Programa Efectividad en el Desarrollo, la finalidad del curso-taller es que los participantes adquieran o fortalezcan un conjunto de conceptos y metodologías que se juzgan cruciales al momento de ejercer una gestión centrada en el logro de resultados para el desarrollo.","El precio de la matricula será de USD $30 si se abona un mes antes del inicio del curso. Si se abona después de esa fecha, el precio será de USD $60.
El Instituto Interamericano para el Desarrollo Económico y Social (INDES), forma parte del Banco Interamericano de Desarrollo (BID), y su misión es contribuir a fortalecer los conocimientos y habilidades de los públicos estratégicos de la región, con el fin de promover el desarrollo económico y social de América Latina y el Caribe; por ello, cada matrícula de nuestros cursos es subsidiada entre 80% y 95% con recursos propios del BID.",[Reforma / Modernización del Estado],"[Gestión del riesgo ambiental y social, Desarrollo Social, Desarrollo sostenible]","[Pensamiento crítico, analítico y creativo, Diseño de Políticas Públicas, Gestión del riesgo social y ambiental, Estrategias de gestión, Planeación & Organización, Gestión de proyectos, Gestión para resultados]"
76,Diseño instruccional para la tutoría en línea | BID | Curso tutorizado,https://indesvirtual.iadb.org/course/view.php?id=2601,,,,,90 horas en 6.5 semanas,"Este curso pretende desarrollar habilidades para el diseño instruccional de programas formativos que operan en entornos virtuales de aprendizaje, y convertirse en una respuesta a la demanda educativa actual, que hace un uso cada vez más intensivo de los beneficios de la tecnología.
 
Su propósito es, por tanto, que el tutor o docente en línea sea capaz de ejercer su rol como planificador de la enseñanza, determinando la necesidad educativa de sus alumnos y del contexto, organizando de manera sistemática los elementos necesarios de la acción instruccional, con la finalidad de garantizar los aprendizajes deseados, tomando en cuenta el conocimiento de la ciencia en estudio y haciendo uso de los recursos y herramientas que proveen los ambientes virtuales de aprendizaje.
 
Al finalizar el curso el participante desarrollará una propuesta de diseño instruccional factible, sobre una necesidad instruccional detectada, observando los lineamientos requeridos por el modelo seleccionado, e incluyendo los aspectos más relevantes de la teoría psicoeducativa que lo fundamenta.

Objetivos generales:

1. Analizar el proceso de diseño instruccional para entornos virtuales de aprendizaje, sus componentes y dimensiones.
2. Analizar las particularidades de los principales modelos de diseño instruccional.
3. Relacionar los principales planteamientos teóricos del aprendizaje con el diseño instruccional.
4. Crear y evaluar la propuesta de diseño instruccional de un curso en línea considerando sus dimensiones tecnológica, pedagógica y comunicativa.
5. Analizar las posibilidades de implementación del diseño instruccional en entornos virtuales de aprendizaje.

El curso Diseño Instruccional para la Tutoría en Línea promueve la planeación de un programa de formación en línea, basado en una necesidad real detectada dentro de la institución educativa, o el centro de capacitación donde labora el(la) participante. Las actividades que se desarrollan a lo largo de las 6 semanas de estudio, permiten articular paulatinamente los elementos del curso y dan cuenta de los aprendizajes obtenidos. Por lo tanto, es indispensable que el(la) participante tenga un proyecto concreto que desee consolidar al final del curso; solo de esa manera se garantiza el logro del objetivo general.
","Este curso está dirigido para aquellas personas que ya posean competencias para la tutoría de cursos en línea o alguna formación equivalente. En consecuencia, el participante debe:

• Tener interés en capacitarse para articular programas de formación en blended learning o e-learning, independientemente del nivel académico o del área de conocimiento.
• Tener experiencia en la docencia en línea o presencial o en el diseño de programas educativos para entornos soportados por tecnologías.
• Dominar el uso de la ofimática básica.
• Ser capaz de comprender textos escritos en idioma inglés.
• Dominar el uso de plataformas tecnológicas para el aprendizaje con el rol de creador de cursos.
• Ser capaz de localizar, seleccionar y utilizar aplicaciones tecnológicas y recursos de acceso libre, con fines educativos.","El curso tiene un valor de 120 USD. Si el pago se realiza antes del 1 de marzo de 2023 podrá optar a un descuento por pronto pago, se cobrará únicamente 10 USD.

El Instituto Interamericano para el Desarrollo Económico y Social (INDES), perteneciente al Banco Interamericano de Desarrollo (BID), tiene como misión contribuir al fortalecimiento de conocimientos y habilidades de públicos estratégicos de la región, necesarios para promover el desarrollo económico y social de América Latina y del Caribe, por este motivo cada matrícula de nuestros cursos está subsidiada entre un 80% y 95% por recursos propios del BID.",[Educación],[Desarrollo Social],"[Pensamiento crítico, analítico y creativo, Comunicación efectiva, Fluidez tecnológica]"
